id_parcours,Date_Reservation,Client_Prenom,Client_Nom,Age_client,Cat_CSP,Transport_ID,Ville_départ,Ville_dépose,Distance_(km),Date_Prise_véhicule,Date_Restitution_véhicule,Conducteur,Catégorie_véhicule,Modèle_véhicule,Immatriculation,Sinistre,Type_sinistre,Assurance
2931,2021-01-24,Selena,Edwards,78,Cadre,65,Lyon,LeHavre,478,1993-04-17,2006-02-05,Elizabeth Armstrong,Electrique,Mazda,XX30YY,0,NON RESPONSABLE,GROUPAMA
2162,1996-04-11,Ashley,Moore DDS,39,Cadre,9,Amiens,Bordeaux,141,2004-10-17,1996-03-23,John Baker,Citadine,Dacia,XX2YY,1,RESPONSABLE,ALLIANZ
2674,2013-09-14,Sylvia,Zimmerman,89,Non Cadre,66,Nantes,Nice,427,1991-12-19,1993-09-04,Melanie Abbott,Electrique,Fiat,XX72YY,0,NON RESPONSABLE,GENERALI
497,2019-04-06,Christian,Wolf,72,Cadre,50,Paris,Nice,531,2005-03-28,1995-06-06,Bob Tran,Berline,Audi,XX2YY,1,NON RESPONSABLE,GROUPAMA
2627,2008-12-10,Hunter,Woodward,71,Non Cadre,83,Paris,Bordeaux,989,2010-01-08,2021-08-20,James Maxwell MD,Citadine,Tesla,XX95YY,0,NON RESPONSABLE,AXA
4802,2014-02-05,Stacy,Martin,90,Cadre,24,Nantes,LeHavre,830,1999-12-19,2015-11-11,Christina Morgan,Citadine,Hyundai,XX32YY,0,NON RESPONSABLE,AXA
4600,2009-04-01,Brandy,Jones,17,Cadre,98,Amiens,Nice,834,2006-06-10,1992-09-16,Linda Flynn,Berline,Audi,XX97YY,1,NON RESPONSABLE,ALLIANZ
2622,2001-12-29,Michael,Marquez,41,Non Cadre,84,Amiens,Bordeaux,251,2012-06-17,2002-12-17,Katie Harvey,Electrique,Audi,XX16YY,1,NON RESPONSABLE,GROUPAMA
488,2006-11-26,Tanya,Wallace,9,Non Cadre,33,Strasbourg,LeMans,971,2008-06-15,2006-05-04,Denise Payne,Berline,Dacia,XX94YY,1,NON RESPONSABLE,GROUPAMA
4076,2004-07-21,Jamie,Hurley,75,Cadre,2,Strasbourg,Bordeaux,697,2017-09-10,1994-11-25,Julie Rivera,Electrique,Fiat,XX31YY,1,RESPONSABLE,GROUPAMA
1501,2017-07-28,Sean,Wallace,39,Non Cadre,28,Lyon,Bordeaux,43,2006-08-11,2019-02-10,Jordan Miller,Berline,Audi,XX86YY,0,NON RESPONSABLE,ALLIANZ
1833,1999-01-08,Ronald,Chase,90,Cadre,79,Lyon,Nice,298,1991-12-15,1992-05-05,George Thomas,Berline,Audi,XX74YY,0,RESPONSABLE,ALLIANZ
3480,1992-04-30,Justin,Hill,73,Cadre,31,Nantes,Marseille,788,2007-05-24,2001-03-04,Jonathan Luna,Electrique,Kia,XX32YY,1,NON RESPONSABLE,GROUPAMA
3330,2019-09-09,Michelle,Flores,82,Cadre,19,Strasbourg,Clermont,48,1997-05-25,1993-08-08,Kristi Anderson,Electrique,Mazda,XX25YY,0,NON RESPONSABLE,GENERALI
4925,2002-10-25,Anthony,Taylor,89,Cadre,9,Paris,Bordeaux,239,2009-10-21,2010-08-10,Kayla Martinez,Citadine,Tesla,XX2YY,1,RESPONSABLE,ALLIANZ
3377,2012-11-26,Jason,Schultz,81,Cadre,30,Strasbourg,LeMans,663,2007-01-17,2004-09-13,Keith Silva,Electrique,Dacia,XX59YY,1,NON RESPONSABLE,AXA
2681,2008-06-19,Michael,Morales,99,Non Cadre,64,Lille,Marseille,209,2003-04-24,1995-05-01,Michael Donovan,Berline,Fiat,XX82YY,0,NON RESPONSABLE,GROUPAMA
1023,1993-01-11,Colton,Blair,70,Non Cadre,21,Amiens,Clermont,477,1992-08-21,2010-01-25,Chris Harvey,Electrique,Fiat,XX85YY,0,NON RESPONSABLE,GROUPAMA
1669,2004-08-17,Michael,Anderson,15,Cadre,42,Strasbourg,LeMans,758,2017-06-13,1995-07-07,Joseph Boone,Electrique,Audi,XX57YY,0,NON RESPONSABLE,AXA
3339,1995-07-31,Warren,Davis,65,Non Cadre,80,Strasbourg,Nice,846,2005-12-30,2003-06-10,Courtney Meyer,Citadine,Mazda,XX80YY,0,NON RESPONSABLE,AXA
3583,2007-03-21,Alan,Melendez,4,Cadre,29,Paris,Nice,532,2001-05-23,2002-01-09,Brian Carney,Citadine,Kia,XX9YY,1,NON RESPONSABLE,AXA
190,1996-09-28,Sherry,Dougherty,74,Cadre,35,Lille,Marseille,819,1994-12-05,2003-07-02,Lori Hawkins DVM,Citadine,Dacia,XX30YY,1,NON RESPONSABLE,GENERALI
1523,2010-05-04,Christopher,King,14,Cadre,21,Lille,LeMans,442,2009-01-27,2011-01-06,Anita Newman,Citadine,Kia,XX89YY,1,RESPONSABLE,ALLIANZ
637,1997-07-29,Kari,Horn,28,Cadre,14,Amiens,Bordeaux,328,2018-07-06,1998-10-29,April Wagner,Electrique,Hyundai,XX70YY,0,RESPONSABLE,GROUPAMA
3239,2007-04-26,Erica,Mcdowell,10,Cadre,42,Lyon,Marseille,303,1992-08-11,2014-12-09,Cassandra Ortiz,Electrique,Dacia,XX67YY,0,RESPONSABLE,GROUPAMA
2841,2019-12-11,Peter,Nichols,47,Cadre,92,Paris,LeHavre,184,2009-01-16,1998-04-27,Matthew Morris,Berline,Tesla,XX85YY,1,RESPONSABLE,GROUPAMA
893,1992-01-11,Sean,Smith,52,Cadre,52,Lille,Bordeaux,20,2005-07-29,1998-01-12,Jeffrey Tucker,Berline,Honda,XX38YY,0,NON RESPONSABLE,GROUPAMA
935,1994-07-09,Cody,Williams,1,Cadre,50,Paris,Clermont,805,2014-06-08,1993-07-19,Terry Miles,Berline,Mazda,XX1YY,1,RESPONSABLE,GENERALI
4370,2016-07-10,Mary,Harvey,97,Cadre,4,Paris,LeMans,804,2020-12-02,1995-04-23,Tanya Holden,Citadine,Fiat,XX22YY,0,RESPONSABLE,ALLIANZ
4271,2013-05-29,Tammy,Roach,51,Non Cadre,50,Lille,LeMans,3,1995-02-03,2006-09-02,Courtney Vega,Berline,Kia,XX10YY,0,RESPONSABLE,ALLIANZ
2878,2015-03-26,Andrew,Gordon,84,Non Cadre,50,Lille,Marseille,38,1999-09-19,2009-04-06,Peter Schroeder,Electrique,Tesla,XX97YY,0,RESPONSABLE,GENERALI
1289,1993-01-20,Joseph,Gonzales,66,Non Cadre,78,Amiens,Nice,280,1996-02-20,2018-11-23,Stephanie Robinson,Citadine,Hyundai,XX84YY,0,NON RESPONSABLE,GROUPAMA
2385,2008-02-21,Courtney,Armstrong,96,Cadre,29,Paris,Clermont,812,2001-06-20,1993-05-28,Tiffany Murphy,Berline,Honda,XX58YY,1,RESPONSABLE,ALLIANZ
4999,1997-12-30,Deborah,Shaffer,91,Non Cadre,76,Lille,Bordeaux,885,2011-02-02,1992-11-26,Monica Johnson,Citadine,Mazda,XX44YY,1,RESPONSABLE,ALLIANZ
2520,1994-05-08,Ricky,Johnson,14,Non Cadre,24,Nantes,Marseille,119,2002-05-16,2003-03-23,Mary Greene,Citadine,Audi,XX12YY,1,NON RESPONSABLE,AXA
1594,2020-01-11,Robert,Hall,74,Non Cadre,92,Nantes,LeMans,751,2019-08-30,1996-01-07,Victoria Barajas,Electrique,Fiat,XX23YY,1,RESPONSABLE,ALLIANZ
538,2007-06-06,Mr.,Antonio Tucker,2,Cadre,31,Amiens,Bordeaux,0,1995-03-03,1999-02-27,Brian Taylor,Berline,Mazda,XX23YY,1,RESPONSABLE,ALLIANZ
2136,2003-09-09,Amanda,Reed,92,Cadre,25,Strasbourg,Nice,55,1994-02-13,2008-04-07,Ronald Bishop,Electrique,Dacia,XX78YY,0,NON RESPONSABLE,AXA
573,2017-01-10,Jonathan,Roberts,49,Non Cadre,39,Lille,LeMans,530,2000-06-06,1996-07-09,Mrs. Paula Ramirez,Berline,Dacia,XX97YY,0,NON RESPONSABLE,ALLIANZ
768,2010-06-27,Cheyenne,Martinez,10,Non Cadre,88,Strasbourg,Marseille,950,2003-02-02,2015-12-02,Michael Hull,Electrique,Tesla,XX67YY,0,RESPONSABLE,GENERALI
2489,1992-07-03,Rebecca,Hernandez,44,Non Cadre,63,Nantes,LeHavre,221,2004-01-13,1992-04-03,Shelby Hoover,Citadine,Dacia,XX11YY,1,RESPONSABLE,GROUPAMA
4964,2012-02-01,Vanessa,Keller,31,Cadre,53,Paris,LeMans,80,1996-10-14,2002-12-17,Samuel Mcneil,Citadine,Audi,XX18YY,1,NON RESPONSABLE,GENERALI
2313,1993-12-25,Dwayne,Booker,21,Non Cadre,69,Paris,LeHavre,931,2006-04-30,2000-07-05,Emily Macias,Berline,Fiat,XX58YY,1,RESPONSABLE,AXA
193,1993-09-26,Lydia,Garcia,0,Cadre,16,Nantes,LeHavre,211,1995-07-01,2015-08-15,Adam Haynes,Electrique,Kia,XX1YY,0,RESPONSABLE,ALLIANZ
4621,2005-05-13,Sarah,Williams,83,Non Cadre,0,Lyon,Clermont,28,2013-09-01,2016-10-25,Daniel Herrera,Citadine,Hyundai,XX20YY,1,NON RESPONSABLE,GROUPAMA
2089,1994-07-18,Savannah,Leach,1,Cadre,64,Nantes,Bordeaux,682,2013-01-06,2012-04-19,Michelle Randall,Berline,Mazda,XX75YY,0,NON RESPONSABLE,ALLIANZ
2613,2002-08-30,Juan,Olson,35,Non Cadre,97,Strasbourg,Clermont,44,2001-06-18,2013-07-24,Austin Glover,Electrique,Tesla,XX34YY,1,NON RESPONSABLE,GROUPAMA
2868,2005-05-24,Chad,Henderson,55,Non Cadre,89,Lyon,Bordeaux,578,2016-07-27,2012-10-23,Lindsay Smith,Citadine,Kia,XX68YY,1,RESPONSABLE,ALLIANZ
1945,2012-04-15,Maxwell,Mcclure,81,Cadre,11,Lyon,Bordeaux,998,1993-12-13,2014-10-17,Traci Murphy,Citadine,Fiat,XX93YY,0,NON RESPONSABLE,AXA
2528,2009-04-22,Brian,Leonard,62,Cadre,13,Strasbourg,Marseille,506,1998-01-30,2016-12-04,Tara Miller,Citadine,Audi,XX58YY,0,RESPONSABLE,GENERALI
4987,2014-07-29,Tara,Curry,15,Cadre,62,Amiens,LeHavre,329,1997-10-15,2003-10-18,Meredith Dillon,Citadine,Tesla,XX78YY,1,NON RESPONSABLE,AXA
4869,1995-06-02,George,Mathis,69,Non Cadre,11,Lyon,Bordeaux,519,2016-01-18,2009-11-29,Hannah Moran,Electrique,Dacia,XX64YY,1,RESPONSABLE,GROUPAMA
2670,1998-12-20,Anthony,Peters,88,Non Cadre,5,Paris,LeMans,123,2021-06-28,1993-09-14,Tamara Chen,Citadine,Honda,XX76YY,1,NON RESPONSABLE,AXA
3848,1992-08-28,Christopher,Mckee,8,Non Cadre,4,Amiens,Nice,798,2017-03-26,2002-12-28,Krista Lowe,Citadine,Fiat,XX50YY,1,NON RESPONSABLE,ALLIANZ
4517,2007-03-04,Sandra,Ramos,85,Cadre,91,Strasbourg,Marseille,483,1995-08-24,2018-10-04,Zachary Watson,Berline,Tesla,XX13YY,0,RESPONSABLE,ALLIANZ
3662,1993-05-11,Jason,Alexander,44,Cadre,59,Nantes,Bordeaux,716,2006-01-30,2006-03-31,Kayla Scott,Electrique,Dacia,XX84YY,1,NON RESPONSABLE,AXA
83,2018-04-04,Jessica,Stewart,98,Non Cadre,67,Amiens,Clermont,589,2002-02-22,2008-04-04,Kristen Hall,Berline,Dacia,XX2YY,0,NON RESPONSABLE,GROUPAMA
2604,1996-11-19,Sonya,Stark,63,Cadre,72,Paris,Marseille,77,2000-09-28,2019-06-05,Ashley Banks,Berline,Kia,XX95YY,0,NON RESPONSABLE,GROUPAMA
2614,1993-10-11,Yvette,Burke,62,Non Cadre,92,Amiens,Bordeaux,773,1993-08-06,2018-09-24,Amber Jones,Berline,Hyundai,XX99YY,0,RESPONSABLE,ALLIANZ
339,1999-12-17,Amy,Cook,20,Non Cadre,52,Strasbourg,Nice,657,2014-10-01,2013-09-12,Antonio Harris,Citadine,Mazda,XX14YY,1,NON RESPONSABLE,GROUPAMA
1766,1998-11-28,David,Young,79,Non Cadre,16,Strasbourg,Bordeaux,653,1993-10-27,2007-12-13,Christopher Moore,Electrique,Dacia,XX40YY,0,RESPONSABLE,GENERALI
4674,2017-09-14,Thomas,Payne,91,Non Cadre,32,Amiens,LeHavre,367,1996-03-15,2008-01-07,Marc Thompson,Berline,Fiat,XX97YY,1,NON RESPONSABLE,ALLIANZ
4034,2011-08-10,Mrs.,Susan Cole,1,Cadre,99,Paris,Clermont,3,2012-08-29,1992-10-30,Michael James,Berline,Mazda,XX54YY,1,RESPONSABLE,GENERALI
1831,2008-10-25,Abigail,Byrd,7,Cadre,81,Paris,Nice,458,1998-11-15,1998-05-28,Karina Robinson,Berline,Hyundai,XX81YY,1,RESPONSABLE,AXA
355,2014-01-06,Leonard,Hodge,90,Non Cadre,70,Lyon,LeHavre,159,2003-04-30,2014-10-11,Peter Brooks,Berline,Honda,XX22YY,0,RESPONSABLE,GENERALI
2657,2003-10-22,Ms.,Cindy Cervantes,93,Non Cadre,23,Lyon,LeHavre,633,2003-01-06,2000-12-14,Julie Rich,Electrique,Tesla,XX78YY,0,RESPONSABLE,GROUPAMA
3187,2021-03-21,Christopher,Calhoun,59,Non Cadre,0,Lille,Nice,450,1998-10-31,2017-09-19,Tammy Shaffer,Citadine,Hyundai,XX63YY,1,RESPONSABLE,GENERALI
622,1999-10-17,Michelle,Carter,84,Cadre,28,Amiens,Bordeaux,185,1992-12-29,1997-08-27,Jeffrey Contreras,Electrique,Honda,XX86YY,0,NON RESPONSABLE,GENERALI
4361,2020-10-01,Cameron,Keith,5,Cadre,85,Nantes,LeMans,944,2006-11-14,2003-05-01,Ashley White,Citadine,Hyundai,XX30YY,0,NON RESPONSABLE,AXA
4090,1999-05-10,Lindsay,Good,14,Non Cadre,24,Paris,Marseille,194,2013-02-26,2015-02-11,Deborah Richardson,Electrique,Hyundai,XX29YY,0,RESPONSABLE,GROUPAMA
3002,1999-06-08,Shaun,Dennis,82,Cadre,0,Lille,Clermont,255,1995-12-29,2014-12-11,Angela Merritt,Citadine,Tesla,XX64YY,0,RESPONSABLE,GENERALI
1980,2021-06-29,Jerry,Ponce,31,Cadre,24,Paris,Clermont,330,1998-02-02,1992-03-22,Hailey Harris,Electrique,Kia,XX91YY,0,NON RESPONSABLE,GENERALI
927,2016-11-10,Caroline,Barnett,47,Cadre,5,Paris,LeMans,706,2002-07-09,2019-10-14,Juan Meyers,Citadine,Hyundai,XX56YY,1,NON RESPONSABLE,GENERALI
3547,2016-12-23,Dr.,Mary Alvarado MD,40,Cadre,51,Paris,Nice,223,2010-07-27,2009-09-15,Patrick Perry,Electrique,Kia,XX22YY,1,NON RESPONSABLE,GROUPAMA
4960,1996-06-26,Laura,Newman,79,Non Cadre,50,Nantes,LeHavre,233,1995-04-05,2000-06-07,Kyle Potts,Citadine,Mazda,XX41YY,0,NON RESPONSABLE,GENERALI
1230,1999-09-14,John,Wilson,31,Non Cadre,82,Nantes,LeMans,39,2020-05-15,1991-10-04,Marcus Hoover,Electrique,Fiat,XX88YY,0,NON RESPONSABLE,ALLIANZ
2394,1998-08-30,Jasmine,Thompson,25,Cadre,59,Lille,Nice,33,2003-08-05,1999-07-04,Louis Mccarty,Berline,Audi,XX34YY,0,RESPONSABLE,GROUPAMA
3735,2000-12-25,John,Figueroa,48,Non Cadre,86,Paris,Nice,93,1994-10-05,1993-09-04,Kristi Smith,Citadine,Honda,XX82YY,1,NON RESPONSABLE,AXA
285,2008-10-24,Amanda,Simpson,17,Cadre,97,Lyon,Marseille,431,2011-02-02,2013-05-31,Sean Smith,Berline,Tesla,XX27YY,0,NON RESPONSABLE,AXA
2651,2011-11-08,Anthony,Rodriguez,81,Cadre,8,Paris,LeHavre,225,2011-04-17,2002-11-29,Dawn Lopez,Electrique,Honda,XX13YY,0,RESPONSABLE,ALLIANZ
4553,2010-07-09,Jessica,Oliver,27,Non Cadre,37,Nantes,Clermont,209,2007-10-08,2016-06-20,Cody Sanchez,Electrique,Dacia,XX71YY,0,NON RESPONSABLE,AXA
1905,2020-10-27,Traci,Richmond MD,19,Cadre,68,Lille,Marseille,233,2003-09-01,1995-11-24,Emma Garcia,Electrique,Tesla,XX1YY,1,NON RESPONSABLE,GENERALI
2664,1996-04-08,Jamie,Stevens,49,Cadre,86,Lille,Clermont,142,1999-03-27,2000-07-11,Rebecca Harrington,Berline,Fiat,XX27YY,0,RESPONSABLE,GENERALI
3185,2020-11-24,Briana,Taylor,77,Non Cadre,66,Amiens,Bordeaux,396,1994-08-20,2020-03-03,Monica Becker,Electrique,Tesla,XX43YY,0,RESPONSABLE,GENERALI
4343,2013-12-30,Patrick,Singleton,77,Non Cadre,44,Lille,Bordeaux,757,1996-06-26,2016-08-12,Derek Banks,Electrique,Hyundai,XX96YY,0,NON RESPONSABLE,GENERALI
4475,2001-11-05,Jessica,Ellis,50,Cadre,49,Lille,Marseille,537,2015-03-18,2015-10-13,Kristen Sutton,Electrique,Tesla,XX5YY,0,NON RESPONSABLE,GENERALI
1824,2017-03-25,Andrew,James,41,Non Cadre,10,Strasbourg,LeHavre,460,2014-04-10,1994-06-06,Steven Miller,Berline,Tesla,XX44YY,0,RESPONSABLE,ALLIANZ
4139,2014-03-11,Joseph,Rasmussen,34,Non Cadre,16,Lyon,Bordeaux,580,2020-04-03,1994-01-20,Kristen Marshall,Berline,Fiat,XX75YY,1,NON RESPONSABLE,GROUPAMA
3767,1997-05-18,Emily,Benson,74,Cadre,89,Strasbourg,Clermont,630,2020-08-24,2017-07-02,Vicki White,Electrique,Tesla,XX10YY,1,RESPONSABLE,GENERALI
3410,2000-07-31,John,West,6,Cadre,1,Strasbourg,Marseille,860,2020-03-10,2001-04-19,Sandra Young,Citadine,Dacia,XX47YY,0,RESPONSABLE,ALLIANZ
262,2018-03-31,Crystal,Marsh,9,Non Cadre,40,Nantes,Nice,566,2020-08-13,2008-10-28,Justin Delgado,Electrique,Kia,XX95YY,1,NON RESPONSABLE,AXA
2992,2002-01-18,Diane,Finley,92,Cadre,14,Strasbourg,LeMans,856,2016-04-27,2017-12-17,Steven Thomas,Electrique,Honda,XX71YY,0,NON RESPONSABLE,GROUPAMA
3352,1997-01-03,Terry,Owen,19,Cadre,76,Lyon,Marseille,472,2004-07-14,2020-09-20,Bobby Harris,Citadine,Dacia,XX65YY,1,NON RESPONSABLE,AXA
1869,1996-10-23,Jaime,Duke,46,Cadre,96,Strasbourg,Clermont,184,2017-01-21,2015-07-31,Daniel Mueller,Electrique,Dacia,XX83YY,0,RESPONSABLE,GROUPAMA
2430,2003-01-21,David,Solomon,38,Non Cadre,62,Lille,Bordeaux,61,2018-04-16,1993-10-17,Kimberly Powell,Citadine,Hyundai,XX34YY,1,RESPONSABLE,GROUPAMA
1988,2015-05-12,Antonio,Leon,39,Cadre,96,Nantes,Marseille,717,1991-11-06,2020-10-11,Megan Campbell,Electrique,Kia,XX91YY,1,NON RESPONSABLE,AXA
2546,1996-02-28,Adam,Harrison,7,Cadre,4,Paris,Bordeaux,929,2016-05-22,2011-08-10,Frank King,Berline,Fiat,XX80YY,0,NON RESPONSABLE,GENERALI
1804,2013-09-21,David,Moore,16,Non Cadre,80,Lille,Clermont,738,2007-09-17,2001-03-19,Wayne Davis,Berline,Tesla,XX60YY,1,RESPONSABLE,AXA
4448,2010-05-22,Ruben,Tran,37,Non Cadre,65,Nantes,LeHavre,822,1995-08-20,2007-08-10,Noah Brown,Berline,Hyundai,XX77YY,1,RESPONSABLE,ALLIANZ
3795,1997-04-22,James,Silva,74,Non Cadre,34,Lyon,Bordeaux,417,2013-02-20,2007-06-19,Matthew Robertson,Citadine,Mazda,XX2YY,0,NON RESPONSABLE,GENERALI
2238,1995-09-06,John,Miller,83,Cadre,21,Nantes,LeHavre,215,1994-07-12,1994-08-03,William Tran,Citadine,Fiat,XX48YY,0,RESPONSABLE,ALLIANZ
3119,2015-07-16,Jessica,Gibson,42,Non Cadre,92,Nantes,Clermont,343,1995-05-24,1994-01-12,Michelle Edwards,Electrique,Tesla,XX97YY,0,NON RESPONSABLE,ALLIANZ
4715,2006-01-28,Scott,Lopez,43,Cadre,24,Lyon,Nice,224,1995-12-18,2020-12-21,Ann Bradford,Berline,Kia,XX89YY,0,NON RESPONSABLE,AXA
2073,2015-10-09,Zachary,Wilson,52,Cadre,84,Amiens,LeHavre,115,1997-01-06,1994-04-18,Mark Burke,Berline,Mazda,XX50YY,1,NON RESPONSABLE,AXA
4711,1995-06-06,James,Hall,28,Non Cadre,32,Amiens,Nice,609,2003-09-16,1991-11-09,Christine Moon,Electrique,Audi,XX53YY,1,RESPONSABLE,ALLIANZ
307,2006-12-04,Robin,Sanders MD,31,Cadre,2,Amiens,Marseille,289,2017-07-01,2002-10-09,Joshua Woods,Berline,Kia,XX94YY,1,RESPONSABLE,GROUPAMA
2842,2012-06-30,Mitchell,Brown,83,Cadre,96,Paris,Nice,136,2013-02-04,2009-07-01,Danielle Ayala,Berline,Tesla,XX70YY,0,NON RESPONSABLE,GENERALI
1387,1996-08-04,Brett,Reeves,62,Cadre,43,Amiens,Bordeaux,986,2007-03-17,2004-12-29,Daniel Copeland,Electrique,Honda,XX4YY,0,RESPONSABLE,AXA
1042,2014-05-29,Denise,Miller,77,Non Cadre,63,Lille,Nice,649,2014-01-22,2014-02-11,Caleb Thomas,Electrique,Fiat,XX19YY,1,RESPONSABLE,GROUPAMA
1100,2018-06-04,Sherry,Mendoza,70,Cadre,82,Nantes,LeMans,725,1997-06-29,2002-01-01,Bruce Newman,Berline,Fiat,XX40YY,1,NON RESPONSABLE,GROUPAMA
467,2018-09-16,Ryan,Howard,21,Non Cadre,40,Lille,LeHavre,533,2008-11-04,2006-08-06,Caroline Myers DDS,Berline,Kia,XX20YY,0,RESPONSABLE,GROUPAMA
1092,2015-04-23,Jessica,Castaneda,84,Cadre,46,Strasbourg,LeMans,391,2008-12-23,2012-04-26,Kenneth Mitchell,Berline,Dacia,XX27YY,0,RESPONSABLE,AXA
1710,2005-07-10,Melissa,Gilbert,11,Non Cadre,37,Paris,LeMans,141,1993-10-14,2002-04-11,Steven Ferguson,Citadine,Tesla,XX58YY,1,RESPONSABLE,GENERALI
492,2013-12-08,David,Tran,49,Non Cadre,63,Lille,Marseille,267,2011-08-09,2016-03-13,Kenneth Tran,Electrique,Tesla,XX30YY,1,RESPONSABLE,ALLIANZ
4119,1998-03-06,Suzanne,Aguirre,75,Cadre,42,Nantes,Marseille,91,2009-02-02,2002-10-11,Courtney Brown,Electrique,Dacia,XX22YY,1,RESPONSABLE,ALLIANZ
1553,2014-09-12,Brian,Welch,94,Cadre,29,Amiens,Nice,969,2019-04-19,2005-12-25,Ashley Gonzalez,Electrique,Tesla,XX15YY,1,RESPONSABLE,GROUPAMA
1811,2014-06-18,John,Smith,60,Non Cadre,13,Lille,LeMans,753,2005-10-04,2018-12-21,Jillian Williams,Citadine,Honda,XX67YY,0,RESPONSABLE,AXA
121,2001-10-20,Clinton,Clark,6,Cadre,22,Paris,Bordeaux,705,2009-01-03,2021-03-21,Patricia Ward,Berline,Tesla,XX7YY,1,NON RESPONSABLE,GENERALI
4004,1998-03-07,William,King,5,Cadre,33,Lyon,Nice,377,2004-10-03,2018-02-17,Andrea Navarro,Berline,Audi,XX21YY,0,NON RESPONSABLE,GROUPAMA
3716,2007-01-04,Mark,Collier,54,Non Cadre,30,Lyon,Clermont,902,2017-04-10,2007-11-13,Kimberly Mccarty,Berline,Honda,XX93YY,0,RESPONSABLE,ALLIANZ
4965,2019-04-22,David,Macdonald,17,Non Cadre,37,Amiens,Bordeaux,739,1999-11-07,2008-03-09,Jennifer Davenport,Citadine,Kia,XX67YY,0,RESPONSABLE,GENERALI
2358,1997-04-24,Timothy,Johnson,33,Non Cadre,19,Lille,LeMans,183,2005-03-13,2009-12-07,Maurice Lee,Citadine,Dacia,XX94YY,1,NON RESPONSABLE,GENERALI
455,2005-05-06,Yvette,Jenkins,5,Non Cadre,35,Paris,Bordeaux,943,1995-03-20,1996-02-07,Kristen Parker,Electrique,Dacia,XX63YY,1,RESPONSABLE,GENERALI
660,2006-05-14,Andrea,Singleton,37,Non Cadre,50,Strasbourg,LeHavre,67,2011-01-16,2003-06-07,Steve Bryan,Berline,Kia,XX88YY,1,NON RESPONSABLE,GROUPAMA
1408,1993-05-07,Alexander,Hunter,3,Non Cadre,58,Lyon,Nice,365,2021-08-26,2004-10-03,Debra Hughes,Berline,Audi,XX96YY,1,RESPONSABLE,GROUPAMA
1939,2016-11-05,Cindy,Brock,46,Cadre,11,Lille,Bordeaux,942,1999-04-19,2000-04-22,Katherine Morse,Citadine,Mazda,XX91YY,1,RESPONSABLE,ALLIANZ
2067,1993-02-28,Bobby,Davidson,37,Cadre,92,Amiens,Marseille,584,2019-09-12,1999-04-10,Sandra Lewis,Electrique,Fiat,XX31YY,0,NON RESPONSABLE,GENERALI
1526,1998-01-30,Tammy,David,8,Non Cadre,28,Lyon,Bordeaux,810,2011-12-25,1996-11-23,Kimberly Harris,Electrique,Mazda,XX40YY,0,NON RESPONSABLE,ALLIANZ
3465,2003-11-27,Nancy,Acevedo,90,Non Cadre,11,Amiens,Nice,15,1999-08-08,1996-11-20,Thomas Cruz,Berline,Mazda,XX53YY,0,NON RESPONSABLE,GENERALI
2030,2003-06-09,Willie,Ross,49,Cadre,75,Lille,Bordeaux,516,1996-06-02,2005-12-17,Taylor Gonzalez,Citadine,Audi,XX74YY,0,NON RESPONSABLE,AXA
1053,2003-09-19,Denise,Strong,69,Non Cadre,23,Strasbourg,LeHavre,602,1999-05-01,1998-06-14,Kimberly White,Electrique,Kia,XX7YY,0,RESPONSABLE,AXA
2891,2010-01-16,Dawn,Fields,53,Cadre,46,Amiens,LeHavre,254,2007-03-31,2013-11-15,Jackson Webster,Citadine,Fiat,XX77YY,0,RESPONSABLE,GROUPAMA
4774,2008-11-15,Krista,Hammond,74,Cadre,10,Lille,LeMans,851,2012-03-24,2002-11-10,Tiffany King,Electrique,Fiat,XX70YY,1,NON RESPONSABLE,GENERALI
2673,2018-09-10,Rose,Williamson,63,Non Cadre,82,Amiens,LeMans,584,2000-05-02,2011-04-18,Eddie Valenzuela,Berline,Kia,XX33YY,0,NON RESPONSABLE,AXA
2172,2014-07-08,Elizabeth,Moses,4,Cadre,15,Strasbourg,Marseille,436,2016-07-28,2007-02-14,Paul Ruiz,Citadine,Dacia,XX5YY,1,NON RESPONSABLE,AXA
1019,2010-08-21,Emily,Reyes,24,Non Cadre,12,Lille,Nice,487,2016-12-19,2009-01-25,David Mays,Citadine,Kia,XX90YY,0,RESPONSABLE,GENERALI
265,2018-09-26,Gwendolyn,Frazier,83,Non Cadre,93,Strasbourg,Nice,23,2020-10-04,2012-04-03,Jennifer Yoder,Citadine,Tesla,XX59YY,1,RESPONSABLE,GROUPAMA
2066,1995-11-02,Michelle,Harris,11,Cadre,63,Strasbourg,LeHavre,864,2007-11-07,2019-11-12,Mitchell Snyder,Electrique,Tesla,XX86YY,1,RESPONSABLE,GENERALI
3575,2005-06-19,Carrie,Ortiz,83,Cadre,68,Lille,LeMans,890,2000-09-19,2013-08-11,Amanda Burns,Berline,Mazda,XX81YY,0,NON RESPONSABLE,GENERALI
3645,1995-07-01,David,Lee,46,Non Cadre,96,Nantes,Marseille,575,2004-05-19,2005-03-29,Jasmine Brooks,Berline,Dacia,XX2YY,1,RESPONSABLE,ALLIANZ
1810,2009-03-03,Lori,Mercado,11,Cadre,2,Nantes,Nice,606,2004-08-31,2002-02-19,Heather Bruce,Citadine,Tesla,XX7YY,1,RESPONSABLE,GROUPAMA
